minute,active_evs,routed_now,lava_wait_min,baseline_wait_min,grid_stress,baseline_grid_stress,actual_kw,forecast_kw,v2g_kw,v2g_supplied_kwh,v2g_credits_awarded,credit_ledger_transactions
147,17,0,0.0,0.0,0.7123985519481237,0.9123985519481237,990.0,990.0,160.0,1.5999999999999999,3,0
148,16,0,0.0,0.0,0.7123985519481237,0.9123985519481237,990.0,990.0,160.0,1.7999999999999998,3,0
149,16,0,0.0,0.0,0.7123985519481237,0.9123985519481237,990.0,990.0,160.0,1.5999999999999999,3,0
150,16,1,10.0,14.766666666666666,0.7112695968466407,0.9112695968466407,990.0,990.0,160.0,1.7999999999999998,3,0
151,14,0,0.0,0.0,0.7112695968466407,0.9112695968466407,990.0,990.0,160.0,1.9999999999999998,3,0
152,13,0,0.0,0.0,0.7112695968466407,0.9112695968466407,990.0,990.0,160.0,1.7999999999999998,3,0
153,13,0,0.0,0.0,0.7112695968466407,0.9112695968466407,990.0,990.0,160.0,1.7999999999999998,3,0
154,12,0,0.0,0.0,0.7112695968466407,0.9112695968466407,990.0,990.0,160.0,1.7999999999999998,3,0
155,12,0,0.0,0.0,0.7103702597318999,0.9103702597318999,990.0,990.0,160.0,1.9999999999999998,3,0
156,13,1,18.0,22.766666666666666,0.7103702597318999,0.9103702597318999,990.0,990.0,160.0,1.7999999999999998,3,0
157,13,0,0.0,0.0,0.7103702597318999,0.9103702597318999,990.0,990.0,160.0,2.1999999999999997,4,0
158,13,0,0.0,0.0,0.7103702597318999,0.9103702597318999,990.0,990.0,160.0,2.4,4,0
159,13,0,0.0,0.0,0.7103702597318999,0.9103702597318999,990.0,990.0,160.0,2.1999999999999997,4,0
160,14,1,0.0,1.4055555555555554,0.7099875630873296,0.9099875630873295,935.0,970.75,160.0,2.1999999999999997,4,0
161,14,0,0.0,0.0,0.7099875630873296,0.9099875630873295,935.0,935.0,160.0,1.9999999999999998,3,0
162,13,0,0.0,0.0,0.7099875630873296,0.9099875630873295,935.0,935.0,160.0,1.9999999999999998,3,0
163,15,2,10.0,14.766666666666666,0.7099875630873296,0.9099875630873295,990.0,954.25,160.0,1.9999999999999998,3,0
164,15,0,0.0,0.0,0.7099875630873296,0.9099875630873295,990.0,990.0,160.0,2.1999999999999997,4,0
165,14,0,0.0,0.0,0.7096622709394447,0.9096622709394446,935.0,970.75,160.0,1.7999999999999998,3,0
166,14,0,0.0,0.0,0.7096622709394447,0.9096622709394446,990.0,954.25,160.0,1.7999999999999998,3,0
167,14,0,0.0,0.0,0.7096622709394447,0.9096622709394446,990.0,990.0,160.0,1.7999999999999998,3,0
168,14,0,0.0,0.0,0.7096622709394447,0.9096622709394446,990.0,990.0,160.0,1.7999999999999998,3,0
169,13,1,10.0,14.766666666666666,0.7096622709394447,0.9096622709394446,990.0,990.0,160.0,1.9999999999999998,3,0
170,15,2,26.0,30.766666666666666,0.708877742818075,0.908877742818075,990.0,990.0,160.0,1.9999999999999998,3,0
171,15,0,0.0,0.0,0.708877742818075,0.908877742818075,990.0,990.0,160.0,2.6,5,0
172,16,0,0.0,0.0,0.708877742818075,0.908877742818075,990.0,990.0,160.0,2.666666666666667,5,0
173,16,0,0.0,0.0,0.708877742818075,0.908877742818075,990.0,990.0,160.0,1.9999999999999998,3,0
174,15,0,0.0,0.0,0.708877742818075,0.908877742818075,990.0,990.0,160.0,2.1999999999999997,4,0
175,14,0,0.0,0.0,0.7069833944274511,0.906983394427451,990.0,990.0,160.0,2.4,4,0
176,15,1,26.0,30.766666666666666,0.7069833944274511,0.906983394427451,990.0,990.0,160.0,2.4,4,0
177,16,1,18.0,30.766666666666666,0.7069833944274511,0.906983394427451,990.0,990.0,160.0,1.9999999999999998,3,0
178,16,0,0.0,0.0,0.7069833944274511,0.906983394427451,990.0,990.0,160.0,1.9999999999999998,3,0
179,17,0,0.0,0.0,0.7069833944274511,0.906983394427451,990.0,990.0,160.0,1.9999999999999998,3,0
180,18,1,26.0,30.766666666666666,0.7134358134925094,0.9134358134925094,990.0,990.0,160.0,2.1999999999999997,4,0
181,17,0,0.0,0.0,0.7134358134925094,0.9134358134925094,990.0,990.0,160.0,2.1999999999999997,4,0
182,17,0,0.0,0.0,0.7134358134925094,0.9134358134925094,990.0,990.0,160.0,2.4,4,0
183,18,1,10.0,38.766666666666666,0.7134358134925094,0.9134358134925094,990.0,990.0,160.0,2.4,4,0
184,19,0,0.0,0.0,0.7134358134925094,0.9134358134925094,990.0,990.0,160.0,2.4,4,0
185,18,0,0.0,0.0,0.7140863977882792,0.9140863977882792,990.0,990.0,160.0,2.4,4,0
186,20,0,0.0,0.0,0.7140863977882792,0.9140863977882792,935.0,970.75,160.0,1.7999999999999998,3,0
187,20,0,0.0,0.0,0.7140863977882792,0.9140863977882792,935.0,935.0,160.0,1.7999999999999998,3,0
188,22,2,0.0,46.766666666666666,0.7140863977882792,0.9140863977882792,935.0,935.0,160.0,1.9999999999999998,3,0
189,22,0,0.0,0.0,0.7140863977882792,0.9140863977882792,935.0,935.0,160.0,1.9999999999999998,3,0
190,22,0,0.0,0.0,0.715464105708733,0.9154641057087329,825.0,896.5,160.0,1.5999999999999999,3,0
191,22,0,0.0,0.0,0.715464105708733,0.9154641057087329,770.0,805.75,160.0,1.4,2,0
192,22,0,0.0,0.0,0.715464105708733,0.9154641057087329,770.0,770.0,160.0,1.4,2,0
193,22,0,0.0,0.0,0.715464105708733,0.9154641057087329,770.0,770.0,160.0,1.5999999999999999,3,0
194,22,0,0.0,0.0,0.715464105708733,0.9154641057087329,770.0,770.0,160.0,1.5999999999999999,3,0
195,22,0,0.0,0.0,0.7161146900045028,0.9161146900045027,770.0,770.0,160.0,1.4,2,0
196,22,0,0.0,0.0,0.7586146900045028,0.9161146900045027,715.0,750.75,126.0,1.0,2,0
197,23,1,0.0,22.766666666666666,0.7811146900045027,0.9161146900045027,660.0,695.75,108.0,1.0,2,0
198,24,1,0.0,22.766666666666666,0.7411146900045027,0.9161146900045027,660.0,660.0,140.0,1.0,2,0
199,24,0,0.0,0.0,0.7411146900045027,0.9161146900045027,660.0,660.0,140.0,1.2,2,0
200,24,0,0.0,0.0,0.7753684315475903,0.9153684315475903,550.0,621.5,112.0,0.8,1,0
201,25,2,0.0,22.766666666666666,0.7403684315475902,0.9153684315475903,550.0,550.0,140.0,0.8,1,0
202,25,0,0.0,0.0,0.7353684315475904,0.9153684315475903,605.0,569.25,144.0,0.8,1,0
203,26,0,0.0,0.0,0.7578684315475903,0.9153684315475903,660.0,624.25,126.0,1.0,2,0
204,25,0,0.0,0.0,0.7353684315475904,0.9153684315475903,660.0,660.0,144.0,1.0,2,0
205,26,1,0.0,14.766666666666666,0.7582319933599324,0.9157319933599324,660.0,660.0,126.0,0.8,1,0
206,26,0,0.0,0.0,0.7582319933599324,0.9157319933599324,660.0,660.0,126.0,1.2,2,0
207,26,0,0.0,0.0,0.7357319933599324,0.9157319933599324,660.0,660.0,144.0,1.2,2,0
