minute,active_evs,routed_now,lava_wait_min,baseline_wait_min,grid_stress,baseline_grid_stress,actual_kw,forecast_kw,v2g_kw,v2g_supplied_kwh,v2g_credits_awarded,credit_ledger_transactions
115,10,0,0.0,0.0,0.6915980520301022,0.8915980520301021,935.0,970.75,160.0,1.5999999999999999,3,0
116,11,1,0.0,38.766666666666666,0.6915980520301022,0.8915980520301021,935.0,935.0,160.0,1.5999999999999999,3,0
117,11,0,0.0,0.0,0.6915980520301022,0.8915980520301021,935.0,935.0,160.0,1.4,2,0
118,13,2,0.0,38.766666666666666,0.6915980520301022,0.8915980520301021,935.0,935.0,160.0,1.9999999999999998,3,0
119,13,0,0.0,0.0,0.6915980520301022,0.8915980520301021,880.0,915.75,160.0,1.7999999999999998,3,0
120,13,0,0.0,0.0,0.695000889131203,0.8950008891312029,880.0,880.0,160.0,1.7999999999999998,3,0
121,13,0,0.0,0.0,0.695000889131203,0.8950008891312029,880.0,880.0,160.0,1.7999999999999998,3,0
122,13,0,0.0,0.0,0.695000889131203,0.8950008891312029,880.0,880.0,160.0,1.7999999999999998,3,0
123,13,0,0.0,0.0,0.695000889131203,0.8950008891312029,880.0,880.0,160.0,1.9999999999999998,3,0
124,13,0,0.0,0.0,0.695000889131203,0.8950008891312029,880.0,880.0,160.0,2.1999999999999997,4,0
125,13,0,0.0,0.0,0.6947330014800037,0.8947330014800037,880.0,880.0,160.0,1.9999999999999998,3,0
126,13,0,0.0,0.0,0.7147330014800037,0.8947330014800037,770.0,841.5,144.0,1.5999999999999999,3,0
127,13,0,0.0,0.0,0.6947330014800037,0.8947330014800037,770.0,770.0,160.0,1.5999999999999999,3,0
128,14,1,0.0,30.766666666666666,0.6947330014800037,0.8947330014800037,770.0,770.0,160.0,1.5999999999999999,3,0
129,15,1,0.0,30.766666666666666,0.6947330014800037,0.8947330014800037,715.0,750.75,160.0,1.4,2,0
130,15,0,0.0,0.0,0.6950774284601171,0.8950774284601171,715.0,715.0,160.0,1.4,2,0
131,16,1,0.0,30.766666666666666,0.6950774284601171,0.8950774284601171,715.0,715.0,160.0,1.4,2,0
132,16,0,0.0,0.0,0.6950774284601171,0.8950774284601171,660.0,695.75,160.0,1.4,2,0
133,16,0,0.0,0.0,0.6950774284601171,0.8950774284601171,660.0,660.0,160.0,1.4,2,0
134,16,0,0.0,0.0,0.6950774284601171,0.8950774284601171,660.0,660.0,160.0,1.5999999999999999,3,0
135,16,0,0.0,0.0,0.6937762598685775,0.8937762598685774,660.0,660.0,160.0,1.5999999999999999,3,0
136,17,1,0.0,22.766666666666666,0.7012762598685774,0.8937762598685774,660.0,660.0,154.0,1.5999999999999999,3,0
137,18,1,0.0,22.766666666666666,0.7012762598685774,0.8937762598685774,660.0,660.0,154.0,1.5999999999999999,3,0
138,19,1,0.0,22.766666666666666,0.7012762598685774,0.8937762598685774,660.0,660.0,154.0,1.7999999999999998,3,0
139,21,1,0.0,14.766666666666666,0.7187762598685774,0.8937762598685774,660.0,660.0,140.0,1.5999999999999999,3,0
140,22,1,0.0,1.4055555555555554,0.735606540740579,0.8931065407405789,605.0,640.75,126.0,1.4,2,0
141,22,0,0.0,0.0,0.735606540740579,0.8931065407405789,605.0,605.0,126.0,1.4,2,0
142,23,1,0.0,1.4055555555555554,0.7531065407405789,0.8931065407405789,550.0,585.75,112.0,1.2,2,0
143,24,1,0.0,0.0,0.759981540740579,0.8931065407405789,495.0,530.75,98.0,1.2,2,0
144,22,0,0.0,0.0,0.735606540740579,0.8931065407405789,440.0,475.75,90.0,1.0,2,0
145,23,1,0.0,0.0,0.7766210519481236,0.8923985519481237,495.0,459.25,84.122,0.8,1,0
146,23,0,0.0,0.0,0.7766210519481236,0.8923985519481237,495.0,495.0,84.122,0.8,1,0
147,23,0,0.0,0.0,0.7766210519481236,0.8923985519481237,495.0,495.0,84.122,0.8,1,0
148,24,1,0.0,0.0,0.7766210519481236,0.8923985519481237,495.0,495.0,84.122,0.8,1,0
149,22,0,0.0,0.0,0.7766210519481236,0.8923985519481237,495.0,495.0,84.122,0.8,1,0
150,23,1,0.0,0.0,0.7799445968466406,0.8912695968466406,605.0,533.5,89.06,0.8,1,0
151,21,0,0.0,0.0,0.7799445968466406,0.8912695968466406,605.0,605.0,89.06,0.8,1,0
152,20,0,0.0,0.0,0.7337695968466407,0.8912695968466406,715.0,643.5,126.0,1.0,2,0
153,20,1,0.0,0.0,0.7112695968466407,0.8912695968466406,770.0,734.25,144.0,1.0,2,0
154,20,0,0.0,0.0,0.7112695968466407,0.8912695968466406,825.0,789.25,144.0,1.0,2,0
